Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
Allgood Elem,DeKalb,2858,219,752,511,4,1486,51,174,122,0,347,1833,
Ashford Park Elem,DeKalb,2432,215,753,444,0,1412,64,248,95,1,408,1820,
Austin,DeKalb,2538,202,875,586,3,1666,87,189,122,0,398,2064,
Avondale,DeKalb,2906,324,963,769,1,2057,95,146,111,0,352,2409,
Austin Drive,DeKalb,2536,158,522,343,7,1030,54,123,113,6,296,1326,
Ashford Dunwoody Rd,DeKalb,2966,183,1039,625,4,1851,76,321,118,2,517,2368,
Ashford Parkside,DeKalb,3664,211,1058,818,5,2092,66,310,147,1,524,2616,
Avondale High,DeKalb,3151,127,1060,850,4,2041,36,176,144,0,356,2397,
Boulevard,DeKalb,4675,229,1673,1070,2,2974,57,251,161,1,470,3444,
Briar Vista Elem,DeKalb,2965,193,803,787,0,1783,65,141,113,1,320,2103,
Briarlake Elem,DeKalb,1752,148,565,451,0,1164,55,102,91,0,248,1412,
Briarwood,DeKalb,2428,167,737,436,2,1342,58,221,93,2,374,1716,
Brockett Elem,DeKalb,2752,169,808,550,6,1533,38,187,124,1,350,1883,
Briarcliff,DeKalb,3122,185,762,776,6,1729,60,175,172,1,408,2137,
Brockett,DeKalb,2681,251,750,499,4,1504,67,160,115,1,343,1847,
Brookhaven,DeKalb,3444,293,1122,625,2,2042,84,345,147,0,576,2618,
Browns Mill Elem,DeKalb,3829,258,1197,677,3,2135,55,283,213,3,554,2689,
Bouldercrest Road,DeKalb,2004,130,638,273,2,1043,38,141,89,0,268,1311,
Bethune Middle,DeKalb,4838,286,1099,717,16,2118,62,267,246,4,579,2697,
Burgess Elem,DeKalb,3493,158,1220,760,8,2146,49,164,144,0,357,2503,
Columbia Drive,DeKalb,2526,175,474,342,5,996,51,118,119,3,291,1287,
Canby Lane Elem,DeKalb,2004,177,439,301,4,921,49,112,128,5,294,1215,
Columbia Elem,DeKalb,1794,117,259,169,6,551,31,69,65,4,169,720,
Cedar Grove Elem,DeKalb,4097,250,1196,554,9,2009,58,300,211,2,571,2580,
Chamblee,DeKalb,2231,168,698,387,2,1255,47,172,68,1,288,1543,
Candler-Murphey Candler Elem,DeKalb,3712,252,1142,480,5,1879,57,321,171,2,551,2430,
Chapel Hill Elem,DeKalb,3349,223,989,484,4,1700,51,219,206,3,479,2179,
Chesnut Elem,DeKalb,2363,224,753,341,2,1320,43,162,81,0,286,1606,
Clairemont West,DeKalb,3264,136,1096,1009,4,2245,43,183,146,0,372,2617,
Clairmont Road,DeKalb,3223,194,827,894,4,1919,41,150,127,1,319,2238,
Clarkston,DeKalb,3878,326,815,340,8,1489,79,180,98,4,361,1850,
Clifton,DeKalb,1731,101,430,249,5,785,26,98,90,1,215,1000,
Columbia Middle,DeKalb,2178,126,493,261,3,883,30,118,70,3,221,1104,
Coan Recreation Center,DeKalb,4230,183,1403,822,0,2408,36,241,132,2,411,2819,
Cross Keys High,DeKalb,2260,155,594,494,4,1247,46,146,85,0,277,1524,
Crossroads,DeKalb,2898,203,733,461,5,1402,40,152,170,2,364,1766,
Candler,DeKalb,3537,216,888,490,10,1604,42,161,103,2,308,1912,
Cedar Grove Middle,DeKalb,1896,95,389,212,4,700,40,103,52,1,196,896,
Cedar Grove South,DeKalb,3962,223,1207,568,5,2003,61,376,178,1,616,2619,
Covington Hwy,DeKalb,995,46,80,46,6,178,10,25,17,0,52,230,
Covington,DeKalb,2376,124,611,334,5,1074,33,118,50,0,201,1275,
Clairemont East,DeKalb,3226,97,1032,1089,4,2222,39,206,136,0,381,2603,
Coralwood,DeKalb,3153,176,985,988,3,2152,42,230,142,2,416,2568,
Candler Park,DeKalb,4018,119,1590,1228,2,2939,29,203,148,0,380,3319,
Clarkston Community Center,DeKalb,2495,200,539,341,9,1089,42,123,71,0,236,1325,
Chamblee 2,DeKalb,3137,171,1079,632,0,1882,48,327,120,0,495,2377,
Doraville North,DeKalb,3065,281,711,404,4,1400,82,160,105,4,351,1751,
Doraville South,DeKalb,1255,121,311,203,2,637,37,66,50,0,153,790,
Dresden Elem,DeKalb,5141,360,1347,877,5,2589,114,283,199,2,598,3187,
Decatur,DeKalb,1937,76,787,443,1,1307,24,140,76,0,240,1547,
Dunaire Elem,DeKalb,2268,158,532,344,5,1039,48,133,94,2,277,1316,
Dunwoody,DeKalb,3003,171,960,584,4,1719,46,227,99,4,376,2095,
Dunwoody 2,DeKalb,2044,123,739,415,3,1280,37,188,84,1,310,1590,
Druid Hills High,DeKalb,2725,126,615,657,1,1399,53,97,82,1,233,1632,
Dunwoody Library,DeKalb,2570,100,974,558,2,1634,30,306,92,1,429,2063,
East Lake,DeKalb,4139,198,1416,811,5,2430,66,235,139,2,442,2872,
Embry Hills,DeKalb,1721,117,547,426,0,1090,19,112,80,0,211,1301,
Evansdale Elem,DeKalb,3441,233,1020,719,0,1972,72,226,123,3,424,2396,
Emory South,DeKalb,3241,196,981,875,6,2058,46,164,110,0,320,2378,
Emory Road,DeKalb,2290,123,605,397,7,1132,18,49,53,0,120,1252,
Fairington Elem,DeKalb,5455,374,1282,511,15,2182,76,313,143,3,535,2717,
Fernbank Elem,DeKalb,2125,127,646,749,3,1525,43,117,81,1,242,1767,
Flat Shoals Elem,DeKalb,2409,159,510,292,6,967,45,131,107,2,285,1252,
Flat Shoals Parkway,DeKalb,3449,168,1096,566,4,1834,43,225,181,2,451,2285,
Flat Rock Elem,DeKalb,3142,199,1059,410,6,1674,66,290,123,1,480,2154,
Flat Shoals,DeKalb,2649,151,507,323,6,987,43,145,127,1,316,1303,
Flakes Mill Fire Station,DeKalb,2103,96,602,319,4,1021,30,158,107,4,299,1320,
Flat Shoals Library,DeKalb,2788,203,580,297,1,1081,43,151,117,2,313,1394,
Freedom Middle,DeKalb,3227,250,710,447,8,1415,68,172,135,1,376,1791,
Glennwood,DeKalb,2715,93,810,718,4,1625,21,122,140,1,284,1909,
Glenhaven,DeKalb,1880,189,403,240,3,835,58,97,87,1,243,1078,
Gresham Road,DeKalb,3601,193,997,616,14,1820,35,193,153,3,384,2204,
Georgetown Sq,DeKalb,4155,268,1309,601,6,2184,76,311,133,2,522,2706,
Glenwood Road,DeKalb,2293,178,453,304,3,938,35,105,92,0,232,1170,
Hambrick Elem,DeKalb,3776,277,944,517,9,1747,66,219,158,2,445,2192,
Hawthorne Elem,DeKalb,3884,288,1167,671,3,2129,77,246,121,4,448,2577,
Henderson Mill,DeKalb,3104,198,973,704,1,1876,47,207,143,0,397,2273,
Huntley Hills Elem,DeKalb,3508,314,1110,493,6,1923,77,234,99,0,410,2333,
Hugh Howell,DeKalb,1773,171,522,380,1,1074,56,153,89,0,298,1372,
Harris-Narvie J Harris Elem,DeKalb,4031,152,1322,592,10,2076,33,288,183,0,504,2580,
Harris-Margaret Harris ED,DeKalb,1462,122,439,304,5,870,30,83,44,0,157,1027,
Idlewood Elem,DeKalb,2472,204,678,360,8,1250,58,136,87,0,281,1531,
Indian Creek,DeKalb,2318,151,449,303,10,913,34,102,85,1,222,1135,
Johnson Estates,DeKalb,1600,60,514,556,0,1130,20,101,73,0,194,1324,
Jolly Elem,DeKalb,3679,241,830,555,11,1637,64,159,131,3,357,1994,
Kelley Lake Elem,DeKalb,3015,222,620,417,2,1261,63,140,149,1,353,1614,
Kingsley Elem,DeKalb,2490,195,784,598,7,1584,71,193,141,2,407,1991,
Kelley Chapel Road,DeKalb,1337,94,374,229,0,697,34,87,84,1,206,903,
Knollwood,DeKalb,2546,209,558,354,9,1130,69,129,108,2,308,1438,
Kittredge Elem,DeKalb,2161,137,741,495,3,1376,52,210,102,1,365,1741,
Lakeside High,DeKalb,3216,245,1037,782,2,2066,54,231,127,0,412,2478,
Lavista Road,DeKalb,2223,152,568,643,2,1365,41,99,112,1,253,1618,
Lavista,DeKalb,3223,204,849,644,6,1703,74,158,94,2,328,2031,
Lithonia,DeKalb,1730,187,322,149,3,661,58,85,71,0,214,875,
Lin-Mary Lin Elem,DeKalb,3009,146,1016,894,6,2062,28,151,91,1,271,2333,
Lithonia High,DeKalb,3610,292,865,405,9,1571,66,222,131,4,423,1994,
Livsey Elem,DeKalb,1350,92,446,314,0,852,29,134,57,0,220,1072,
Miller-Eldridge L Miller Elem 3455,DeKalb,250,783,546,5,1584,64,189,170,2,425,2009,,
McNair High,DeKalb,4160,234,1242,771,2,2249,59,218,201,3,481,2730,
Marbut Elem,DeKalb,4234,276,1110,454,14,1854,51,302,162,6,521,2375,
McNair,DeKalb,2794,153,714,484,4,1355,38,128,115,2,283,1638,
McLendon,DeKalb,3607,180,954,831,9,1974,51,200,125,0,376,2350,
McWilliams,DeKalb,2517,109,790,424,2,1325,47,182,130,1,360,1685,
Medlock,DeKalb,2208,134,670,643,2,1449,56,105,102,0,263,1712,
Midvale Elem,DeKalb,2747,205,918,710,3,1836,49,226,131,0,406,2242,
Miller Grove,DeKalb,4747,288,1136,529,12,1965,60,257,162,2,481,2446,
Montclair Elem,DeKalb,2194,205,580,219,5,1009,41,111,38,0,190,1199,
Montreal,DeKalb,2586,187,753,473,3,1416,54,152,101,0,307,1723,
Meadowview,DeKalb,3511,185,788,558,11,1542,51,206,204,2,463,2005,
Memorial South,DeKalb,3138,210,605,288,15,1118,56,140,86,1,283,1401,
Midway,DeKalb,3139,149,649,511,6,1315,48,129,122,1,300,1615,
McNair Academy,DeKalb,1900,118,526,351,2,997,27,102,97,3,229,1226,
Mount Vernon East,DeKalb,2651,208,936,515,3,1662,55,263,110,1,429,2091,
Mathis-Bob Mathis Elem,DeKalb,2789,175,763,543,5,1486,46,189,148,0,383,1869,
Mount Vernon West,DeKalb,2303,123,847,433,7,1410,34,268,87,3,392,1802,
Metropolitan,DeKalb,3405,156,1266,685,9,2116,39,154,105,2,300,2416,
Montgomery Elem,DeKalb,2446,172,810,548,4,1534,64,223,112,2,401,1935,
Miller Grove Road,DeKalb,2151,145,587,366,3,1101,44,169,131,1,345,1446,
Midvale Road,DeKalb,1832,142,588,291,1,1022,31,112,68,1,212,1234,
Miller Grove High,DeKalb,3470,232,792,317,8,1349,59,190,124,1,374,1723,
North Decatur,DeKalb,2166,114,571,466,11,1162,27,98,81,2,208,1370,
North Hairston,DeKalb,2329,187,529,342,3,1061,53,133,85,6,277,1338,
Northlake,DeKalb,1509,141,431,401,1,974,39,89,76,0,204,1178,
North Peachtree,DeKalb,1916,155,491,268,4,918,42,119,69,1,231,1149,
Oak Grove Elem,DeKalb,2253,186,681,598,1,1466,49,148,109,0,306,1772,
Oakcliff Elem,DeKalb,2125,265,443,278,8,994,60,86,57,1,204,1198,
Oakhurst,DeKalb,2398,104,925,655,3,1687,33,155,99,0,287,1974,
Oak View Elem,DeKalb,5011,294,1369,598,15,2276,68,352,144,4,568,2844,
Peachcrest,DeKalb,2458,142,529,354,4,1029,49,115,105,1,270,1299,
Peachtree Middle,DeKalb,3502,232,1082,560,6,1880,62,249,128,2,441,2321,
Princeton Elem,DeKalb,2376,143,726,350,4,1223,31,146,102,1,280,1503,
Pine Lake,DeKalb,632,214,119,71,0,404,32,15,5,0,52,456,
Pleasantdale Road,DeKalb,4538,391,1046,521,6,1964,81,219,124,2,426,2390,
Ponce de Leon,DeKalb,3766,108,815,785,10,1718,42,132,110,3,287,2005,
Panola,DeKalb,1586,109,388,260,2,759,30,97,70,0,197,956,
Panola Way Elem,DeKalb,2252,169,482,248,18,917,42,106,68,3,219,1136,
Piney Grove,DeKalb,2018,142,447,272,6,867,32,86,66,1,185,1052,
Panola Road,DeKalb,2884,155,828,404,7,1394,40,191,152,1,384,1778,
Rainbow Elem,DeKalb,3768,206,986,644,5,1841,57,226,185,3,471,2312,
Redan Elem,DeKalb,3020,176,898,462,5,1541,41,257,130,3,431,1972,
Rehoboth,DeKalb,1813,122,471,556,2,1151,38,102,95,0,235,1386,
Rockbridge Elem,DeKalb,3595,263,793,405,10,1471,69,174,107,8,358,1829,
Rock Chapel Elem,DeKalb,2910,178,889,419,7,1493,40,230,86,0,356,1849,
Rowland Elem,DeKalb,3765,249,757,466,7,1479,57,189,120,2,368,1847,
Redan-Trotti Library,DeKalb,3990,209,1018,544,15,1786,60,251,184,5,500,2286,
Rockbridge Road,DeKalb,3965,244,1207,761,7,2219,73,288,204,1,566,2785,
Rowland Road,DeKalb,2080,141,486,335,7,969,53,119,92,1,265,1234,
Redan Road,DeKalb,2932,184,725,373,6,1288,50,176,144,3,373,1661,
Rock Chapel Road,DeKalb,4178,228,1350,649,15,2242,43,307,187,4,541,2783,
Redan Middle,DeKalb,2496,121,702,410,3,1236,38,181,115,2,336,1572,
Sagamore Hills Elem,DeKalb,2925,203,878,903,0,1984,80,186,143,0,409,2393,
Scott,DeKalb,2805,116,776,853,0,1745,34,124,121,0,279,2024,
Shaw-Robert Shaw Elem,DeKalb,2892,210,729,479,1,1419,58,156,117,2,333,1752,
Stone Mountain Elem,DeKalb,2338,146,462,555,3,1166,30,115,158,0,303,1469,
Silver Lake,DeKalb,4979,247,1566,904,4,2721,86,449,230,1,766,3487,
Skyland,DeKalb,2100,192,672,385,4,1253,48,169,80,2,299,1552,
Snapfinger Elem,DeKalb,1894,126,503,371,1,1001,45,108,121,0,274,1275,
Smoke Rise,DeKalb,2108,159,676,498,0,1333,55,159,129,1,344,1677,
Stone Mtn Middle,DeKalb,3247,247,506,249,13,1015,68,124,97,3,292,1307,
Stone Mill Elem,DeKalb,3714,285,558,342,12,1197,59,132,126,2,319,1516,
Shadow Rock Elem,DeKalb,4347,243,1291,772,8,2314,58,285,245,3,591,2905,
Stoneview Elem,DeKalb,1988,132,410,183,7,732,39,94,66,3,202,934,
Salem Middle,DeKalb,3519,187,1101,647,7,1942,40,304,186,0,530,2472,
Shamrock,DeKalb,1600,139,463,491,2,1095,45,72,49,1,167,1262,
South Deshon,DeKalb,3470,210,1046,469,9,1734,60,239,154,4,457,2191,
Stone Mtn Champion,DeKalb,3098,272,652,384,8,1316,58,143,102,1,304,1620,
Stone Mtn,DeKalb,1711,159,314,264,2,739,44,107,60,1,212,951,
Snapfinger Road N,DeKalb,2705,192,550,338,4,1084,49,141,132,1,323,1407,
Snapfinger Road S,DeKalb,1960,135,596,318,2,1051,34,131,112,1,278,1329,
Stephenson Middle,DeKalb,3822,273,1159,630,1,2063,50,256,176,1,483,2546,
South Hairston,DeKalb,3814,295,890,514,12,1711,72,205,126,3,406,2117,
Stephenson High,DeKalb,3555,224,1014,617,5,1860,41,209,183,2,435,2295,
Stonecrest Library,DeKalb,3720,189,1235,431,12,1867,32,311,116,2,461,2328,
Snapfinger Road,DeKalb,4872,180,1797,818,9,2804,40,420,257,1,718,3522,
Terry Mill,DeKalb,2808,186,837,465,2,1490,47,141,131,3,322,1812,
Toney Elem,DeKalb,1729,124,368,245,5,742,38,89,95,1,223,965,
Tucker Library,DeKalb,3506,157,1225,725,3,2110,61,307,170,2,540,2650,
Tilly Mill Road,DeKalb,1552,128,532,303,1,964,48,142,81,0,271,1235,
Tucker,DeKalb,2932,129,911,553,6,1599,34,228,155,2,419,2018,
Valley Brook,DeKalb,1037,125,268,235,4,632,28,58,37,2,125,757,
Wadsworth,DeKalb,3159,225,722,493,10,1450,50,155,156,1,362,1812,
Wesley Chapel Library,DeKalb,2922,166,901,526,2,1595,41,209,174,5,429,2024,
Woodrow Road,DeKalb,3493,196,869,366,7,1438,58,237,127,5,427,1865,
Winnona Park,DeKalb,2020,55,826,569,2,1452,16,89,58,0,163,1615,
Woodridge Elem,DeKalb,3851,253,812,597,10,1672,78,231,168,1,478,2150,
Warren Tech,DeKalb,1364,162,343,217,2,724,46,78,44,2,170,894,
Woodward,DeKalb,3193,166,956,748,3,1873,35,182,149,0,366,2239,
White Oak,DeKalb,2951,258,599,316,5,1178,58,132,107,2,299,1477,
Winters Chapel,DeKalb,1434,130,434,322,1,887,38,135,58,1,232,1119,
Wynbrooke Elem,DeKalb,3496,233,1052,628,10,1923,65,287,195,2,549,2472,
Young Road,DeKalb,1951,90,629,343,5,1067,20,152,92,1,265,1332,
