Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
Gray,Jones,0,234,1035,296,0,1565,48,289,69,0,406,1971,
Hawkins,Jones,0,333,869,504,0,1706,103,252,92,0,447,2153,
Ethridge,Jones,0,188,540,194,0,922,53,173,44,0,270,1192,
Clinton,Jones,0,260,799,261,2,1322,75,239,57,0,371,1693,
Roberts,Jones,0,451,623,272,1,1347,114,200,61,0,375,1722,
Davidson,Jones,0,309,448,122,1,880,72,106,26,0,204,1084,
Pope,Jones,0,294,525,176,1,996,108,143,38,0,289,1285,
Barron,Jones,0,245,366,137,0,748,84,98,43,0,225,973,
Sanders,Jones,0,79,14,14,0,107,23,4,4,0,31,138,
Finney,Jones,0,527,731,317,1,1576,108,175,62,0,345,1921,
